username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
linkinsunny,10/28/2019 13:23,0,0,Baghdadi gya apni dadi ke pas # Baghdadi # BaghdadiKilled,,,# #,1.18873E+18,https://twitter.com/linkinsunny/status/1188732950054985729
comedy80494695,10/28/2019 13:22,0,0,Diwali https://youtu.be/_tkxOsaRyEw # Diwali # Baghdadi # BaghdadiKilled # Thalapathy65 # Thalaivar # Govardhanpooja # goverdhanpuja # goverdhanpooja # Pakistan # 3YearsOfADHM # Sitara # WaPoDeathNotices # VikatanMedai # HongKongProtests # photography # RamulooRamulaa,,,# # # # # # # # # # # # # # # #,1.18873E+18,https://twitter.com/comedy80494695/status/1188732653538693120
fayazilyas,10/28/2019 13:21,0,0,Every president and prime minister try to fool their own country people on this pre-poll anti terrorist activities .. but in US people more intelligent than # Indian .. @ TheDeshBhakt ... Fake nationalist everywhere in world.. # BaghdadiKilled . @ Nidhi,,@ @,# #,1.18873E+18,https://twitter.com/fayazilyas/status/1188732582680133633
nitesh_daswani,10/28/2019 13:21,0,0,But @ ArvindKejriwal of india will demand proof of # BaghdadiKilled from @ realDonaldTrump. sir,,,,,
NEVKILICASLAN,10/28/2019 13:20,0,1,To # Trump front... you can't say game over... we've got lot of coins to play... # Baghdadi # BaghdadiKilled # pazartesipic.twitter.com/ZeE6ZC4rdn,,,# # # #,1.18873E+18,https://twitter.com/NEVKILICASLAN/status/1188732179305713664
TV9Bharatvarsh,10/28/2019 13:20,1,5,बीवी-बच्‍चों को भी साथ में दी मौत,,,,,
darshanthaker,10/28/2019 13:19,0,0,# GodBlessAmerica # Baghdadi # BaghdadiKilled https://twitter.com/StateDept/status/1188497058262446080 …,,,# # #,1.18873E+18,https://twitter.com/darshanthaker/status/1188732066403254272
minecelkk,10/28/2019 13:18,30,49,# BaghdadiKilled Dünya’ya barış gelecekse Terorist Dünya’nın iki jandarmasının yok olmas lazım ABD ve kuklası İsrail Yoksa çok # Bagdadi’ler görürüz Hepsinin canı # Cehennem’epic.twitter.com/YKpaFDSRKL,,,# # #,1.18873E+18,https://twitter.com/minecelkk/status/1188731811284897793
arpispeaks,10/28/2019 13:16,11,27,कल के दिन उल्लू देखना शुभ माना जाता हैं पर जो अभी तक नही देख पाये... वो राहुल गांधी को देख कर संतुलन बनाए रख सकते हैं # Govardhanpooja # BaghdadiKilled,,,# #,1.18873E+18,https://twitter.com/arpispeaks/status/1188731307372630016
rameshmenon_,10/28/2019 13:16,0,2,Another misguided 48 year old youth forced to blow himself up by oppressive forces (Pun intended) # BaghdadiKilled,,,#,1.18873E+18,https://twitter.com/rameshmenon_/status/1188731286195539968
MiaLis79,10/28/2019 13:15,0,0,"@ EvelynNFarkas States worried about the operational details. The situation in the Middle East is less stable now because of Trump's withdrawal which probably would have taken place anyway..."" # BaghdadiKilled https://www.msnbc.com/am-joy/watch/farkas-on-",,@,#,1.18873E+18,https://twitter.com/MiaLis79/status/1188731025343631360
Hamadhasan2,10/28/2019 13:15,0,2,there is always a planned conspiracy behind the played conspiracy in the contemporary world # BaghdadiKilled # Americapic.twitter.com/9hrRim7cu4,,,# #,1.18873E+18,https://twitter.com/Hamadhasan2/status/1188730986307162112
JacekWork,10/28/2019 13:15,0,0,Senile # Trump's # Baghdadi announcement # TrumpMeltdown # BaghdadiKilled https://www.cnn.com/2019/10/27/politics/donald-trump-baghdadi-death-isis/index.html …,,,# # # #,1.18873E+18,https://twitter.com/JacekWork/status/1188730954870874112
Shantz66,10/28/2019 13:15,0,0,Thread. # BaghdadiKilled https://twitter.com/CeeEyes/status/1188586819941736448 …,,,#,1.18873E+18,https://twitter.com/Shantz66/status/1188730951758536704
GianniRosini,10/28/2019 13:14,1,0,. @ Google on point: Baghdadi's compound is already bombarded. # Isis # Google # Googlemaps # BaghdadiKilled pic.twitter.com/EQBiZiAgXW,,@,# # # #,1.18873E+18,https://twitter.com/GianniRosini/status/1188730840135671809
chatterjeeria55,10/28/2019 13:13,1,0,Did Mamta begums/Pappus/ Kejriwals of USA demand proof of # BaghdadiKilled?,,,#,1.18873E+18,https://twitter.com/chatterjeeria55/status/1188730402506067968
solutions_men,10/28/2019 13:12,1,0,Baghdadi,,,,,
manoj__garg,10/28/2019 13:12,1,0,Does @ ndtv and @ PrannoyRoyNDTV have any stocks of @ washingtonpost If not,,,,,
guptajikehtehai,10/28/2019 13:11,0,0,Does any of you so called # liberandus and # Secular has guts to ask for a proof of # BaghdadiKilled from @ realDonaldTrump # koitopuchlo @ ArvindKejriwal @ digvijaya_28 @ KapilSibal @ khanumarfa @ ndtv @ RanaAyyub,,@ @ @ @ @ @ @,# # # #,1.18873E+18,https://twitter.com/guptajikehtehai/status/1188730035055841280
truthd0g,10/28/2019 13:11,0,0,100% # Baghdadi # BaghdadiKilled # dogshttps://twitter.com/LegendaryEnergy/status/1188542494629253120 …,,,# # #,1.18873E+18,https://twitter.com/truthd0g/status/1188729964809449472
RameezRathor,10/28/2019 13:11,0,0,दीवाली में दिवाला निकाल कर,,,,,
AkGazeteTurkiye,10/28/2019 13:08,0,2,# Bagdadi 'yi yakalatan isim açıklandı! # BaghdadiKilled http://www.akgazete.com.tr/dunya/bagdadiyi-yakalatan-isim-aciklandi/20749 …pic.twitter.com/ZkuV53IMoy,,,# #,1.18873E+18,https://twitter.com/AkGazeteTurkiye/status/1188729331171954689
AnnuKaushik253,10/28/2019 13:06,0,0,The video purportedly shows rubbles after the # US raid against # ISIS chief Baghdadi. Footage has been released by Turkish state-run agency & the location is believed to be Barisha in # Idlib,,,,,
Ajeetvijaysingh,10/28/2019 13:05,57,134,सभी हरामखोर जान बचाने सुरंगों में छिप गए। क्या सद्दाम,,,,,
Acharya280702,10/28/2019 13:05,0,4,If u die after killing thousands of people in name of Faith,,,,,
OpIndia_in,10/28/2019 13:05,39,78,आइएस सरगना से सहानुभूति दिखाने वाला # WashingtonPost अकेला नहीं है। ब्लूमबर्ग ने भी बगदादी का महिमामंडन किया है। उसके मुताबिक,,,,,
MrajeshRajesh,10/28/2019 13:04,0,0,इस्लाम मे डॉक्टरेट की डिग्री लेने वाले इस्लामिक प्रोफेसर को अमेरिका की सेना ने इतना परेशान किया कि उसे मजबूरी में आत्महत्या करनी पड़ी.... # बगदादी # BaghdadiKilled,,,# #,1.18873E+18,https://twitter.com/MrajeshRajesh/status/1188728268481941505
NEVKILICASLAN,10/28/2019 13:04,0,1,One of the main reasons of # BaghdadiKilled flash news that was before # Bagdadi # ISISleaderDead pic.twitter.com/iKba44CHsy,,,# # #,1.18873E+18,https://twitter.com/NEVKILICASLAN/status/1188728239864373248
MdAli10veer,10/28/2019 13:03,0,0,Mere Aziz Bumwatnon @ OfficialDGISPR kay bhai # Baghdadi khudkhush hamlay main allah ko pyaray ho gaye. Bator quaiday say azam main # pakistani awam kay janib allah say dua go hoon kay @ peaceforchange ghafoora ko hosla ata farmaye # BaghdadiKilled # BaghdadiIsDead # AbuBakrAlBaghdadipic.twitter.com/0JY4m2gOip,,@ @,# # # # #,1.18873E+18,https://twitter.com/MdAli10veer/status/1188728005197123584
AsiavilleNews,10/28/2019 13:02,0,0,ISIS leader Abu Bakr Al-Baghdadi is dead: Trump # Baghdadi # BaghdadiKilled # Trump # ISIS # ISISleader # ISISleaderDead # Politicalmeme # Satire # WarOnTerror # terrorist # AbuBakrAlBaghdadipic.twitter.com/U7MlsKfmYj,,,# # # # # # # # # # #,1.18873E+18,https://twitter.com/AsiavilleNews/status/1188727841761853440
Krishyur_DilSe,10/28/2019 13:00,0,1,I congratulate USA & @ realDonaldTrump for killing devil on earth Baghdadi,,,,,
SPEAKTRUTH108,10/28/2019 12:56,1,0,It could be @ BDUTT or @ RanaAyyub or # WireTheLiar @ khanumarfa who wrote the headline in @ washingtonpost ( @ ShivAroor ) # BaghdadiKilled # Baghdadihttps://twitter.com/ShivAroor/status/1188507902375538689 …,,@ @ @ @ @,# # #,1.18873E+18,https://twitter.com/SPEAKTRUTH108/status/1188726313072246784
NaranGadhvi24,10/28/2019 12:53,0,1,Meanwhile # TukdeTukdeGang After # BaghdadiKilled # Baghdadi # Housefull4pic.twitter.com/C6fvV0D13R,,,# # # #,1.18873E+18,https://twitter.com/NaranGadhvi24/status/1188725424043376640
chaube_gi,10/28/2019 12:50,0,1,Congrats world.. and @ realDonaldTrump congrats # Yazeedi congrats @ NadiaMuradBasee congrats # India and human world # BaghdadiKilled # BaghdadiDiedLikeADog A saitan.. laakhon ka gunahgaar # BaghdadiDiedLikeADog I m happy.. I spit on # ISIS,,@ @,# # # # # #,1.18872E+18,https://twitter.com/chaube_gi/status/1188724766917554176
JagranNews,10/28/2019 12:49,7,97,Operation Jackpot: जानें कब,,,,,
ayazfarooqui,10/28/2019 12:48,1,2,Saddam Captured in 2003,,,,,
NavbharatTimes,10/28/2019 12:47,1,11,बगदादी और ओसामा को ढेर करने के मिशन को लेकर ट्रंप और ओबामा की तस्वीरों की हो रही तुलना http://nbt.in/haUk_b33/kcf # AbuBakrAlBaghdadi # BaghdadiKilled # Baghdadi # Donald_Trump # BarackObamapic.twitter.com/caIFswA9Mc,,,# # # # #,1.18872E+18,https://twitter.com/NavbharatTimes/status/1188724018515283969
BJPAnkur,10/28/2019 12:47,0,0,"Baghdadi DIED LIKE A DOG"" and such will be the fate of every Islamic Terrorist who will attack the Free World. Our values based on freedom & democracy will triumph over the tyranny of Islam. # BaghdadiKilled # DonaldTrump""",,,# #,1.18872E+18,https://twitter.com/BJPAnkur/status/1188723931294793728
GVS_News,10/28/2019 12:47,1,0,He died whimpering and crying and screaming all the way,,,,,
KetanPatel51,10/28/2019 12:46,0,0,@ washingtonpost and @ CNN are competitors in paying homage !! # BaghdadiKilled pic.twitter.com/tHdG0oBGSH,,@ @,#,1.18872E+18,https://twitter.com/KetanPatel51/status/1188723606752153600
Pushpendrad15,10/28/2019 12:46,0,1,ये रिश्ता क्या कह लाता है # BaghdadiKilled https://twitter.com/alochak_manoj/status/1188722844626087937 …,,,#,1.18872E+18,https://twitter.com/Pushpendrad15/status/1188723599919570944
I_Ajay_Parmar,10/28/2019 12:45,0,1,ट्रंप की तरफ से दिवाली की गिफ्ट # BaghdadiKilled # Baghdadi # बग़दादी @ realDonaldTrump Happy Diwali Sirpic.twitter.com/GpxYH2Rtf2,,@,# # #,1.18872E+18,https://twitter.com/I_Ajay_Parmar/status/1188723555539832832
ChoulwarPrachi,10/28/2019 12:45,2,4,# BaghdadiKilled कल यह Terrorist मारा गया अभी तक कही से आवाज नही आई # Baghdadi हम शरमींदा है तेरे कातील जिंदा है ! भारत के # Secular कहा गये सब ? इतना सन्नाटा क्यू है भाई ?,,,# # #,1.18872E+18,https://twitter.com/ChoulwarPrachi/status/1188723461452992512
isha0203,10/28/2019 12:41,0,1,IS chief Baghdadi's aide was key to his capture # BaghdadiKilled https://www.google.co.in/amp/s/www.indiatoday.in/amp/world/story/isis-chief-baghdadi-aide-was-key-to-his-capture-1613340-2019-10-28 …,,,#,1.18872E+18,https://twitter.com/isha0203/status/1188722347294916609
zafarsareshwala,10/28/2019 12:40,32,240,Not a single Message or Dictate of # Baghdadi had remotely any connection or had any mention in # Islam ! He was misquoting out of context verses of the # HolyQuran &the # Hadith of the # ProphetofCompassion as the present day RW bigots are doing # BaghdadiKilled,,,# # # # # #,1.18872E+18,https://twitter.com/zafarsareshwala/status/1188722238633037824
iam_manojgoenka,10/28/2019 12:40,0,0,Similarity between @ ArvindKejriwal and Pakistan Both wants evidence. # BaghdadiKilled,,@,#,1.18872E+18,https://twitter.com/iam_manojgoenka/status/1188722217233727488
itsmegitesh,10/28/2019 12:40,0,0,Indeed! The # world will be a safer place now until a new terrorism face emerges! # BaghdadiKilled https://www.cnbc.com/2019/10/27/trump-statement-on-isis-baghdadi-raid.html …,,,# #,1.18872E+18,https://twitter.com/itsmegitesh/status/1188722125332340736
Krishyur_DilSe,10/28/2019 12:39,0,0,Only India & USA are the nation's who are giving the right massage to the terrorist's (By Killing),,,,,
Aditya_Paathak,10/28/2019 12:37,74,107,"ट्रम्प ने # Baghdadi को पकड़ने के लिए ऐतिहासिक ऑपरेशन का नाम कायला मुलर"" रखा। # KaylaMueller एक अमेरिकी मानवाधिकार कार्यकर्ता और मानवीय सहायता कार्यकर्ता थीं। # ISIS ने मुलर को कैद कर उसका बलात्कार किया फिर उसकी हत्या कर दी थी...। # ISISleaderDead # US # BaghdadiKilled pic.twitter.com/CAbn9F9Mjf""",,,# # # # # #,1.18872E+18,https://twitter.com/Aditya_Paathak/status/1188721433683415040
SebGorkaTweets,10/28/2019 12:35,0,0,# Baghdadi is Dead but TheDemocrats want to # Impeach President realDonaldTrump # DemocratsAreCorrupt # DemocratsAreDestroyingAmerica # BaghdadiKilled # Trump2020 More to follow Monday at 3pm ET/12pm PT at http://SebGorka.com  https://youtu.be/2YnQLGQQHFE,,,# # # # # #,1.18872E+18,https://twitter.com/SebGorkaTweets/status/1188720947932598273
RajputMithiles5,10/28/2019 12:35,0,2,Becharo ke Baap # Baghdadi ko American Sena ne Kutte ki Maut mara h,,,,,
Divya_Bhaskar,10/28/2019 12:34,0,11,અમેરિકી સેનાના કુતરાથી મરવાને બદલે વિસ્ફોટોથી પોતાની જાતને બગદાદીએ ઉડાવી દીધી https://www.divyabhaskar.co.in/international-news-in-gujarati/latest-news/international/news/trumps-claim-about-baghdadis-final-moments-he-was-scared-screaming-scared-dead-like-coward-125962477.html?ref=fbo … # Baghdadi # BaghdadiKilled # DonaldTrump,,,# # #,1.18872E+18,https://twitter.com/Divya_Bhaskar/status/1188720610777714689
NawshirwanPost,10/28/2019 12:29,1,0,# Erdogan is real # ISIS Caliph ,,,,,
AmarUjalaNews,10/28/2019 12:28,11,79,अमेरिकी कमांडो हेलीकॉप्टर से आए,,,,,
Being_Humor,10/28/2019 12:27,65,489,Did Kejriwals of America demand proof of # BaghdadiKilled ?,,,#,1.18872E+18,https://twitter.com/Being_Humor/status/1188718970247041024
pragatitimes,10/28/2019 12:27,0,0,मौत से पहले फूट-फूटकर रोया बगदादी,,,,,
MrASHaider,10/28/2019 12:26,0,0,Thanks @ TheTweetOfGod . The Entire RW of India,,,,,
DonaldTrumpsMo1,10/28/2019 12:25,0,3,Imagine having such low standing among the nation's people that when you announce the capturing and killing of the world's most wanted terrorist,,,,,
KDST70,10/28/2019 12:25,0,1,# दीवाली पर बगदादी को क्यूँ मारा ??? जबकि वो आसमानी किताब में लिखी बात का ही अनुशरण कर रहा था :-जज भारतीय कोर्ट अब जबकि हम भी इस्लाम की हर कुरुतियों को आसमानी किताब से जोड़कर सही ठहराते आये है # डोनाल्ड_ट्रम्प को ऐसी गुस्ताखी नही करनी चाहिये थी :-SC भारतीय # बगदादी # BaghdadiKilled,,,# # # #,1.18872E+18,https://twitter.com/KDST70/status/1188718350056087552
kumarmanorath,10/28/2019 12:23,1,0,जब तक @ RahulGandhi को बगदादी के मारे जाने का पुख्ता सबूत नहीं मिल जाता है,,,,,
timesnowmarathi,10/28/2019 12:22,0,0,अबू बक्र अल बगदादी कोण होता; कुठे झाला त्याचा जन्म,,,,,
NotSoIntel,10/28/2019 12:22,0,1,Leader? You may even write # Messiah or # Saviour ,,,,,
Deepak22522,10/28/2019 12:20,0,1,धमाकेदार दीपावली तो ट्रम्प ने मनाई है बगदादी को खल्लास करके.. # BaghdadiKilled # शुभदीपावळी,,,# #,1.18872E+18,https://twitter.com/Deepak22522/status/1188717192826646529
